1000
Atoms. Timestep: 0
A 5.99742 13.9931 12.0099
B 6.00903 14.0031 13.994
B 6.00344 13.9939 15.9983
B 5.99097 14.0048 18.0012
A 6.00688 16.0067 0.00317316
A 5.99355 16.0088 2.00457
B 6.00516 15.9935 3.99834
B 6.00086 15.994 5.9957
B 6.01032 15.9991 8.00086
B 5.99484 15.9931 10.0077
B 5.9914 15.9948 11.9996
B 5.99736 16.0038 13.9969
A 5.98968 15.9929 15.9974
B 5.99183 15.9952 18.0099
B 5.9922 17.9915 19.9974
A 6.00559 17.9942 2.00817
B 6.00602 18.0004 3.99791
B 5.99189 18.0073 5.99091
A 5.9921 18.0086 8.00619
A 5.99381 18.0032 9.98968
A 5.99296 18.0039 11.9987
A 6.0093 17.9993 14.0095
A 5.99441 17.9968 15.9983
A 5.99725 17.9924 18.0106
B 8.00252 0.00478947 19.9945
B 8.00645 0.00768026 2.00946
B 7.99607 19.9983 4.00037
A 8.0093 19.9953 6.00645
B 8.00989 19.9987 8.00866
B 7.99097 0.00903133 10.0103
B 7.99478 19.9995 11.9983
B 7.99318 0.00387065 13.9901
B 7.99355 0.00171988 16.0042
A 8.00844 0.00473016 17.9944
B 8.0008 2.00301 0.00510059
A 8.0043 2.00129 2.01005
A 8.00242 2.00532 4.005
B 7.99011 2.00043 6.00522
B 7.99097 2.00123 7.98925
B 7.99607 1.9914 10.0034
A 7.98952 2.00102 11.9905
B 8.00295 1.99914 14.0095
B 8.00688 2.00295 16.0017
B 8.00682 2.00774 18.0026
B 7.99355 4.0086 0.00134883
B 7.99097 3.99662 2.00983
A 7.99914 4.00629 4.00575
A 7.99613 3.99629 6.00086
A 8.00602 3.99758 8.00973
B 7.99189 3.99005 9.99355
A 7.99785 4.00774 12.0073
B 7.99871 4.0086 13.994
A 8.00844 4.01006 16.0019
A 8.00946 4.00619 17.9942
B 8.0043 6.00811 19.9983
B 8.00731 6.00897 2.00645
B 8.00129 5.99914 4.00897
A 7.99672 6.0099 6.01091
A 7.99269 5.99554 8
A 8.0092 6.00962 9.99441
A 8.00129 6.00156 12.0033
B 8.00952 5.99355 14.0021
A 7.9957 5.99269 15.9984
A 8.0086 5.9914 17.9942
A 7.99338 8.00731 19.9892
A 7.99097 8.00559 2.00559
A 7.99338 7.99011 3.99699
A 8.00328 7.99209 6.00113
B 7.99091 7.99828 8.00946
A 8.00629 8.01032 10.0073
B 7.99134 7.99705 11.9893
B 7.9906 8.01026 14.0017
A 8.00258 7.99253 16.0036
A 7.99957 8.00344 17.9931
B 8.00092 10.0052 5.97574e-05
B 8.00436 9.99576 1.99613
B 7.98962 10.0091 3.99441
B 7.99619 9.99656 6.00037
A 7.99726 10.0082 7.99586
A 7.99812 9.99983 10.008
B 7.99312 10.0095 12.0095
A 8.00189 10.0088 14.0069
B 7.99613 10.0013 15.9996
A 7.99209 10.0024 17.9957
B 7.99011 11.997 19.9996
B 7.99705 11.9969 2.00258
B 8.00129 11.9931 4.00252
A 7.99785 12.0036 6.00215
B 7.99177 11.9944 7.99017
B 8.00301 11.9923 9.99871
B 7.99011 11.9999 11.9991
A 8.00559 11.9996 13.9989
A 7.99312 12.0079 16.008
B 7.99484 12.0001 17.9979
B 7.9949 14.0017 19.99
A 7.9907 14.0022 1.99543
A 8.00989 14.0083 4.00258
A 8.00817 13.9987 5.99054
A 8.00688 14.0066 7.99226
A 8.00688 13.9941 9.99355
A 8.00645 13.9918 12.0022
A 7.99914 14.0017 14.006
A 8.00215 14.0013 15.9994
B 8.00209 14.0047 18.0065
A 7.99725 15.9916 0.00671848
B 7.99269 15.997 2.00215
A 8.0079 16.009 4.00317
A 8.00473 15.9904 6.00258
A 8.00043 15.9912 8.00387
A 8.00903 16.0063 10.0106
B 8.0051 16.0031 12.0103
A 8.00344 16.008 13.9972
A 7.99785 16.0028 16.0073
A 7.9957 15.9931 17.9927
A 8.01092 17.9942 19.9991
B 8.00049 18.0069 2.00817
A 8.00774 18.0041 3.99312
B 7.99521 18.006 5.99705
B 7.99914 17.9897 7.99785
B 8.00129 18.0056 9.99871
B 7.99699 18.0095 11.9987
B 7.99705 17.9966 13.9927
B 8.00436 18.0005 16.0108
B 7.99183 17.9897 18.0008
A 9.99887 0.000862794 0.00988949
B 10.0094 19.9957 1.99398
A 10.0103 0.00903012 4.00688
B 9.99785 0.00859993 5.99748
B 9.99699 19.9923 8.0008
A 9.99183 19.9979 9.98941
A 10.0088 0.00671566 11.9955
B 9.99742 19.9892 14.0022
B 9.99484 19.9956 16.0026
B 9.9949 19.9893 18.0047
A 9.99629 1.99468 0.00198655
B 10.0021 2.00983 1.99146
B 9.9914 2 3.9922
A 10.0075 1.99828 5.99871
B 9.99914 1.99693 7.99871
A 9.99973 1.99037 9.98925
B 9.99576 2.00215 11.9961
A 9.9993 2.00559 14.0083
A 9.9957 2.00559 16.0077
A 10.0092 1.99543 17.9996
B 10.0095 4.00651 19.9953
A 10.004 3.99097 1.99328
A 9.99226 4.00989 3.99941
B 10.0026 3.99054 6.00301
A 10.0056 3.99801 7.99441
B 9.99957 4.00473 10
A 10.0028 4.01049 11.9979
B 9.9914 3.99447 13.9932
B 9.99447 4.00172 15.9999
A 10.009 3.99269 18.0052
B 9.9914 6.00817 19.9992
B 10.0034 6.01032 1.99441
B 9.99656 6.00952 4.00768
A 9.99124 5.99828 5.99285
A 9.99527 6.00301 8.00172
A 9.99596 6.00602 9.99699
A 10.009 5.99871 12.0097
B 10.0004 5.99914 14.0086
A 10.0097 5.99285 15.9989
A 9.99097 6.00715 17.9968
B 10.0074 8.00688 19.9999
A 10 7.98925 1.99656
B 10.0014 8.00811 3.99361
B 10.0022 7.98931 5.99005
A 10.0056 7.99898 7.99312
B 9.98925 8.00694 9.99699
A 10.0045 8.00043 11.9991
B 10.009 8.0094 14.0077
A 10.0076 8.00817 16.003
B 10.0005 8.00608 18.0104
B 10.0017 10.0099 0.00516057
B 10.0012 10.0061 1.9922
A 10.007 10.0047 3.99441
B 10.0098 10.0073 6.00479
B 9.99662 10.0004 8.00774
B 9.99619 10.0038 9.99263
A 10.0069 9.99726 11.9963
A 9.99484 9.99715 14.0047
A 10 10.0037 16.0046
B 10.0004 10.0017 18.0087
B 9.99914 12.0082 0.00307008
B 9.99226 11.9969 1.99355
B 9.99828 11.9988 3.9965
A 10.0033 11.9997 6.00188
A 9.99312 12.0039 8.00774
A 10.0058 12.003 10.0033
B 9.99779 11.9979 11.9957
A 10.0103 12.0076 14.0077
B 10.0077 12.0026 15.9944
A 9.99054 12.0019 18.0103
B 10.0013 13.991 0.00902983
A 10.0069 14.0075 2
B 10.0074 13.9961 4.00817
A 9.99828 14.0003 5.98925
B 9.99355 13.9927 7.99361
B 10.0005 14.0095 9.99263
A 10.0093 13.9907 12.0064
B 9.9906 13.9949 13.9996
B 9.99189 13.9913 15.9909
A 10.0058 13.9917 18.0047
B 10.0031 15.9987 0.00983158
A 10.0023 16.0024 2.01049
A 10.0099 16.003 3.99123
B 10.0022 15.9948 6.00694
B 9.99662 16.0025 7.99957
B 10.0086 15.9905 9.99908
A 9.99398 16.0022 11.9936
B 10.0009 16.0043 13.9948
A 9.99828 16.0004 16.0022
B 10.0069 15.9914 17.9936
A 10.0011 17.9924 0.00886635
B 9.9965 18.0005 2.00565
B 10.0031 17.9901 4.00381
A 10.0083 17.9927 6.0092
A 10.0017 17.9983 7.99355
A 9.99527 18.0002 10.0009
A 9.99269 18.0077 11.9973
B 10.0094 18.006 14.0078
B 10.0073 17.9992 16.0064
A 9.99054 18.0047 18.0066
A 11.9935 0.00188287 19.9976
A 12.0049 19.9923 2.00586
B 11.994 0.0106913 3.99957
A 12.0021 19.9918 5.99527
B 12 0.0107505 7.99232
B 11.9953 0.00725103 9.98962
A 12.0076 0.00473015 12.0039
B 11.9961 0.00429991 13.991
B 11.9909 0.00134889 15.9996
B 12.0013 19.9909 18.0047
A 11.9973 2.005 19.9901
A 12.0058 1.99785 1.99828
A 12.0088 1.99973 4.00989
A 11.9921 2.01016 6.00198
B 11.9901 1.99951 8.00344
A 12.0021 1.99355 10.0064
B 12.003 1.99189 12.0069
A 12.0071 1.99269 13.9914
B 11.9983 2.00731 15.9961
A 11.9994 2.00016 18.0023
B 11.9935 3.99662 0.00773977
A 11.9931 3.99441 1.99285
A 12.005 4.00242 4.00457
B 11.991 3.99619 5.99914
A 11.997 4.00576 7.99441
B 11.9965 4.00823 9.99533
B 11.9897 4.00123 12.0047
B 12.0065 4.01032 14.0043
B 11.9939 4.00086 15.9969
A 12.0089 4.01075 17.9983
B 11.9957 5.9914 19.9901
A 12.007 5.99097 1.99312
B 12.0052 6.00135 3.99447
B 11.9936 6.00602 6.00983
A 11.9957 5.99123 7.99355
B 11.9915 5.99091 9.99957
A 11.9957 5.9993 11.9911
A 11.9916 5.99887 13.9968
B 11.9935 5.9914 15.9974
A 11.994 5.99381 18.006
B 12.0098 8.00209 19.9896
A 12.0017 7.99269 1.99742
B 11.9901 7.98962 3.99232
B 12.0098 8.00252 5.9914
B 11.9987 8.00823 8.00424
A 12.0065 8.00473 9.99242
A 12.0052 8.00715 12.0039
A 12.0056 8.01033 13.9964
B 12.0039 8.00473 15.9906
B 11.9953 7.99613 18.0004
A 12.003 9.99699 0.00645264
A 12.0019 10.0003 2.00387
A 11.991 9.99613 4.00817
A 11.992 9.99613 5.99424
B 11.9952 10.0047 8.00737
B 11.9901 9.99097 9.99097
B 11.9949 10.0034 11.9978
A 11.9914 9.9944 13.9923
B 12.0056 9.9965 16.006
A 11.9924 9.99957 17.995
B 11.997 12.0044 19.9991
B 11.9957 12 1.99054
B 12.0017 11.9962 4.00645
B 12.0022 12.003 5.9957
B 11.9953 11.9974 8.0008
A 12.0063 12.0082 9.99156
A 11.9894 11.9905 12.0009
A 12.0073 12.0093 13.9931
A 12.0009 11.9923 15.996
B 12.0099 12.0026 18.0061
B 12.0004 14.0082 0.0107497
A 11.996 13.9997 2.00602
B 12.0099 14.0055 4.00774
A 12.0033 14 6.0079
A 12.0026 13.9897 8.00328
B 11.99 13.9931 9.99748
B 11.9897 13.9983 12.0052
B 12.0103 14.0001 14.0026
B 12.009 14.0034 15.9982
A 12.0067 14.0056 17.9893
B 11.9935 15.9918 19.9939
A 11.9981 16.0069 2.00145
A 12.0099 15.9966 4.00242
B 12.0056 15.9987 6.01081
B 12.0039 16.0026 8.00768
A 12.0075 15.9918 10.0103
B 11.9945 16.0004 12.0069
B 12.0103 15.9905 14.0055
A 11.999 16.0027 16
B 12.0012 15.9915 17.9927
B 11.991 17.9896 19.9943
A 12.0015 17.9923 2.00688
B 11.9982 18.0009 4.00215
A 11.9921 17.9989 6.00817
B 12.01 18.0108 7.9949
B 11.9992 18.0026 10.0013
B 11.9957 17.9995 11.99
A 12.0021 17.9931 14.0002
A 11.991 17.9891 15.9899
B 11.9931 17.9961 18.0078
A 14.0065 19.9968 19.9924
A 13.9978 19.9927 1.99054
A 13.9936 19.991 3.98952
B 14.0107 0.00774101 6.01081
B 13.9982 19.9987 7.99908
A 13.9967 0.0014529 10.003
B 14.0043 0.01075 11.9892
A 14.0099 19.9927 14.0088
A 14.0006 0.00257947 15.9964
B 14.0082 0.0034996 17.9931
B 14.0017 1.99226 19.99
A 14.0017 2.00043 2.00059
A 13.9904 2.00715 4.0093
B 14.0048 2.00387 6.00006
B 13.9936 1.9922 7.99048
A 14.0052 2.00645 9.99716
A 13.9898 2.00129 11.9908
B 13.9936 1.99103 13.9983
B 14.0099 2 15.9901
B 14.0048 1.99742 18.0017
A 14.006 3.99097 19.9941
A 14.0039 3.99656 1.99984
B 13.9966 3.99748 3.99963
B 14.0051 3.99656 5.99994
A 13.996 3.99285 8.00274
A 13.9993 4.00543 10.0084
B 14 4.00258 11.9915
B 14.009 3.99048 14.006
A 14.0049 4.00145 16.009
B 14.0039 3.99263 18.0021
B 14.0022 5.99097 19.9927
A 13.9977 6.00473 2.00215
B 14.0065 6.00854 4.00135
B 14.0077 6.00295 5.99091
A 14.0073 5.99398 7.99054
B 13.9983 5.9992 9.99054
A 14.005 5.98984 12.0032
A 14.0054 5.99656 14.0052
A 14.007 6.00457 16.0056
A 14.0003 6.0043 17.9891
A 13.9966 8.00473 19.9903
A 13.9935 7.99484 2.00516
A 13.9936 8.00532 4.01032
A 13.9989 7.99285 6
A 13.9996 7.99914 8.00285
B 14.0005 7.99312 10.0043
A 13.9934 8.0007 11.9905
B 14.0035 7.9914 13.9979
B 14.003 8.00178 15.9905
B 13.9944 8.00645 18.0098
B 13.9915 9.98974 19.9957
A 13.9968 10.0003 2.01006
A 13.9953 10.0086 3.98968
A 14.0052 9.99382 6.0043
A 13.9946 9.99441 7.99381
B 14.0047 9.98968 10.0099
B 13.9939 9.99226 12.0055
A 13.9985 10.0083 14.0021
B 13.9999 10.0017 16.0052
A 13.9905 10.0002 17.9944
B 14.0073 12.0108 0.00521981
B 13.9982 12.0026 1.99736
A 13.9916 11.9981 4.00344
B 14.0103 12.0035 5.98925
A 13.9957 12.0093 8.00516
B 13.9953 11.9935 9.99269
A 13.994 12.0021 11.9924
A 14.0095 12.0033 14.008
B 14.0021 12.0086 16.0034
A 13.9903 12.0007 17.9901
B 14.0073 14.0098 19.9983
B 14.0043 14.0026 2.00387
B 13.9978 13.9927 3.99742
B 14 14.0047 5.99312
B 13.997 13.9996 7.99134
A 13.9987 14.0015 9.99656
B 13.9948 13.997 12.0091
B 14.0004 13.9958 14.0043
B 13.994 14.0086 15.9892
B 13.9987 13.9901 18
A 14.0101 15.998 0.00413639
B 13.9962 16.0025 1.99312
A 13.9895 16.0045 4.00215
B 14.003 15.994 6.00823
B 13.9974 16.0013 8.00381
A 14.0004 16.0097 10.0056
B 13.9922 15.9965 11.9992
B 14.0051 15.9923 14.0077
B 14.0035 15.9944 16.0094
A 13.9936 16.0083 18.0032
A 14.0099 17.997 19.9987
A 14.0024 18.004 1.99312
A 14.0034 17.9905 3.99941
B 14.003 17.9961 5.99103
B 13.997 18.003 7.99828
B 14 17.9914 9.99392
A 14.001 18.0043 11.9936
B 13.9897 17.9995 14.0005
B 13.994 18.0077 16.003
A 13.9984 18.0041 18.0079
A 16.0047 19.9946 19.9984
A 15.996 0.00532456 1.99597
B 16.0074 19.991 4.00301
A 16.0088 0.00757766 6.01049
A 15.995 19.9996 7.9944
A 15.9904 19.9993 10.0082
A 16.0103 19.9897 11.9955
B 16.0013 19.9962 14.0099
A 16.0059 19.994 15.9914
B 15.9901 19.9936 17.9961
A 16.0099 1.98995 19.9916
A 15.9948 1.99828 2.0007
B 16.0061 1.99097 4.00737
B 16.0034 2.00946 6.01032
B 15.9901 2.00307 8.0008
A 15.9921 2.0086 9.99672
A 15.9931 2.00156 11.9947
B 16.0082 2.00172 13.9996
B 15.9948 2.00258 15.9957
B 16.0009 2.00209 18.0034
B 16.0107 3.99146 0.00902993
A 16.0046 4.00758 1.99871
B 15.9965 3.98968 3.99785
A 15.9923 4.00129 5.99785
B 16.0095 3.99177 8.00559
A 15.9895 3.99467 9.99957
B 15.9944 3.99275 11.9915
B 15.9944 4.00817 14.0017
A 15.9942 3.98941 16.0032
A 15.9967 4.00043 18.0046
B 16.0008 5.99828 19.9987
B 16.0086 6.00473 2.00516
B 15.9987 6.00086 4.01032
B 15.9931 6.00387 5.99607
A 16.0013 5.99398 8.00602
B 15.9901 5.9906 10.0057
B 16.0017 6.00688 11.9905
B 16.006 6.00645 13.9952
A 16.005 6.00516 16.0022
B 15.9944 5.9906 18.0074
B 16.0086 7.99828 19.9965
A 16.0034 8.00258 2.00731
B 16.0052 8.0094 3.99527
A 15.9934 7.99199 6.0043
B 15.9987 7.99742 7.99318
B 16.0004 8.01032 10.0052
B 16.0073 7.99306 11.9927
B 15.9896 7.99355 13.9931
A 16.0036 8.00817 16.0013
B 15.9901 7.99865 17.9893
B 16.0034 9.99994 0.00350032
B 16.006 10.006 1.98962
A 16.0108 10.0019 4.00747
A 15.994 10.006 6.00301
A 15.9951 10.0043 8.0007
B 16.0013 9.99828 9.9957
A 16.004 10.0045 12.0064
B 16.0004 9.98962 13.994
A 16.0015 10.009 15.9907
A 15.9917 9.99113 18.0037
A 15.9941 11.9903 19.991
A 15.9914 11.9907 1.99484
A 16.0011 11.9961 4.00817
A 16.0083 12.0026 5.99553
B 15.9919 11.9936 8.00694
B 15.9974 11.9931 10.0077
A 16.0046 12.0033 11.9933
A 15.9899 12.0066 13.9905
A 16.0021 12.0007 15.9897
A 16.0099 11.9948 18.0095
A 16.0053 14.0069 19.9927
A 16.0027 14.0063 1.99871
A 15.9898 13.9951 4.00989
A 16 14.006 6.00973
B 16.0108 14.0008 7.99318
B 16.0026 13.9948 10.006
B 15.9931 13.9927 11.9956
A 15.9898 14.0082 14.0047
B 16.0004 14.0005 16.0064
A 16.0049 13.9951 17.9911
A 16.008 16.0102 0.00945943
B 15.9952 16.0099 1.99963
B 16.0082 15.9975 4.00252
A 15.9905 15.9918 5.99586
A 16.0064 15.9987 8.01033
A 15.9931 16.0073 9.99484
A 16.0027 16.0096 12.006
A 15.9914 16.0039 14.0046
B 15.9914 15.9953 16.0065
B 15.9901 15.991 18.006
B 16.0021 17.9957 19.9949
B 15.9905 17.9995 1.99441
B 16.0086 17.9931 3.99693
A 15.9927 17.9978 5.99656
B 16.0012 18.0073 8.00823
B 15.991 17.9978 9.99822
A 15.9983 18.0052 11.9954
A 15.9987 18.0007 14.0037
B 16.0047 17.9931 16.006
A 16.003 17.9901 18.0099
A 18.0017 19.9968 19.9914
B 18.0009 0.0017199 1.99017
B 17.9909 0.00435892 3.99435
A 18.0026 0.00472979 6.01048
A 17.9981 0.00860044 8.01015
B 18.0004 19.9957 10.0048
B 18.0073 19.9966 11.9922
A 18.0045 19.9974 14.0026
B 17.9932 19.994 16.0009
B 17.9892 0.00779961 17.9995
B 17.9901 1.99957 19.9965
A 17.999 2.00817 1.99097
B 17.9969 2.00854 4.00909
B 17.9913 2.00608 6.00897
A 17.9948 2.00516 8.00043
B 18.0069 1.99183 9.99699
A 18.0056 1.99156 11.9957
B 18.006 1.99404 14.003
A 18.0099 2.00946 16.0004
B 18.009 1.99994 17.9966
A 18.0082 4.00317 19.9968
B 18.0077 3.99355 2.00301
A 18.006 3.99054 3.99097
B 17.9958 4.00467 6
A 17.9901 3.99828 8.00989
B 17.9979 4.00553 9.99957
A 18.0099 4.00215 12.009
B 17.9979 3.99306 13.9966
B 18.003 3.99017 15.9896
A 17.999 4.00576 17.9903
A 18.0045 6.00215 19.9957
A 18.0021 6.00447 2.00758
B 17.994 5.98968 3.99441
A 18.0026 6.00258 6.01049
A 18.008 5.99355 7.99742
A 18.0077 6.00989 9.99828
A 18.0043 5.99269 11.9974
A 17.9914 6.00059 13.9947
B 17.9992 6.00596 16.0056
A 18.001 5.99828 18.007
A 17.9905 7.98951 19.9996
A 17.9955 7.99613 1.99097
A 18.0066 8.0049 4.005
B 17.9966 7.98968 5.99226
A 18.0027 7.99081 8.00602
B 17.994 8.00135 9.99011
A 17.9963 8.0086 11.9898
A 18.0021 8.00301 14.003
A 17.993 8.00877 16.0069
A 18.0086 7.99554 18.0056
B 17.9961 10.0013 0.00854123
A 18.0002 10.0016 1.98984
A 17.9948 9.99381 3.98968
A 18.005 10.0083 5.99941
B 17.9992 10.0001 7.99705
B 17.9961 10.0043 9.99693
A 17.9966 10.0076 12.0032
A 18.0082 10.0011 13.9957
A 18.0106 9.98951 15.9998
B 18.0103 9.99527 18.0001
A 17.9998 12.0105 0.00542723
B 18.0052 12.0103 1.99834
B 18.0014 12.0022 4.0094
A 18.0013 12.008 5.99828
B 17.9927 11.9957 8.00178
B 18.0026 11.991 10.0095
B 18.009 11.9996 12.0013
B 17.9902 11.9987 14.0077
B 18.0082 12.0103 15.9922
A 17.9935 11.9984 17.998
A 18.0004 13.9955 0.00645163
A 17.9942 13.9924 1.99312
A 17.9981 13.995 3.99081
B 17.9987 14.0018 5.99877
B 17.9996 14.0043 8.00301
B 17.9905 14.0008 10.0013
B 17.9982 13.9982 12.0073
A 18.0077 14.0047 13.9997
A 18 14.0077 15.9983
A 17.9983 14.0013 18.009
B 17.997 16.0073 19.9927
A 17.9984 16.006 2.00532
A 18.007 16.0034 4.00715
B 17.9988 16.0108 5.99318
B 17.9927 16.009 7.99134
A 17.993 15.9961 9.99414
A 18.0069 16.0049 12.0003
B 17.9958 16.0091 14.0035
B 17.9892 16.0022 15.9905
A 18.004 15.9914 18.0004
A 18.0092 17.9929 19.9931
A 18.0066 18.005 1.99613
A 18.0077 18.0037 4.00629
B 17.9975 18.0107 5.9957
A 18.0056 18.0079 7.99312
B 17.9974 17.9979 10.0069
A 18.008 17.9998 12.0047
B 18.0052 17.9961 13.9936
A 18.0064 18 15.9967
A 17.9899 17.9981 17.9936
1000
Atoms. Timestep: 44
A 19.9963 19.9956 19.9908
B 0.00389805 19.9939 1.99516
A 0.0111731 0.00149063 4.00897
A 0.00792092 19.9914 5.99719
B 0.00132004 19.9969 8.0044
A 0.00879987 0.00219983 10.0028
A 0.000612256 19.9945 12.0044
A 0.00308145 19.9901 14.0033
B 0.00572053 0.00572064 15.9943
B 19.9991 19.9969 18.0008
A 0.00809453 1.98927 0.000879636
B 0.00748007 1.99422 2.00792
A 19.9894 2.00379 4.00149
A 0.00263979 1.99059 6.00423
B 20 1.99208 7.99346
B 19.9969 1.9939 9.9973
A 19.9987 2.00379 11.9894
B 19.9952 2.00974 13.9992
B 19.9987 1.99422 16.0066
B 0.00301709 1.99076 17.9955
B 19.9969 3.99648 0.00257789
A 0.00501262 4.00704 1.99604
B 0.00710265 4.00314 4.00754
B 4.39099e-07 4.0005 5.99076
B 19.9974 4.00176 8.01012
B 19.9969 3.99252 9.99076
B 19.9961 4.00578 12.0048
B 19.9986 3.9956 14.0087
A 19.99 3.99296 16.007
B 19.9916 4.00962 18.0018
A 0.00510812 5.99516 0.00158678
B 0.00578278 5.99918 2.00754
B 0.00660203 6.0083 4.00704
B 0.00175994 5.99642 6.00044
B 19.9925 6.00874 7.99736
B 19.9912 6.00132 10.0018
B 19.9943 5.99422 11.9952
B 19.9952 6.00572 14.0013
B 0.000817959 6.00754 16.0074
A 19.9899 5.99692 18.009
B 0.00879981 7.99032 19.9969
B 19.9943 7.99158 1.99642
A 19.9938 8.00809 4.00545
A 19.9905 7.98944 6.01012
A 0.00571963 8.01056 8.00467
B 0.00521853 7.99774 9.9956
A 0.00819042 8.00545 12.0004
B 0.00270263 7.99076 13.9961
B 0.00659972 7.99868 16.0048
B 19.9908 8 17.9916
A 19.9978 10.011 19.9938
A 0.00642934 9.9912 2.00529
A 0.00131948 9.98971 3.98927
B 0.00968007 9.99956 5.98994
B 0.0100585 9.9939 7.99026
A 19.9921 9.99164 10.005
A 19.995 9.99604 12.0007
B 19.9982 10 14.0106
B 19.9992 10.0048 15.9903
A 19.9987 9.99225 17.9945
B 19.9952 11.9938 0.00490257
B 19.9973 12.004 1.99912
B 19.9912 12.0102 3.99994
A 0.0035211 12.0011 5.9956
B 19.996 11.9943 8.00754
B 0.000879984 12.0049 9.99686
A 0.0109993 11.9991 12.0092
B 19.9973 11.9964 14.0023
B 19.9978 11.9978 15.9991
A 0.00352055 12.011 18.0101
A 0.00994993 14.0101 0.00554847
B 0.00967998 13.9999 2.01106
B 0.00879985 13.996 4.0061
A 19.9989 14.0091 6.00792
B 0.00653798 13.9956 8.00798
B 19.9978 13.9969 10.0061
A 19.9987 13.9916 11.994
A 0.00730808 14.0062 13.9945
B 0.00402273 13.9991 16.0013
A 19.9941 14.0022 18.0055
B 0.0096821 16.0097 19.993
A 19.991 16.0015 2.00193
A 19.9956 15.9991 3.99807
B 0.00829829 16.0009 6.00578
B 19.989 15.9947 7.98988
B 0.00615964 15.9978 9.99818
A 19.9954 15.9915 11.9987
B 0.00176103 16.0031 13.9965
B 19.9943 16.0088 16.003
A 0.0051083 16.0091 18.0079
A 0.00290688 18.0019 0.00853147
A 0.000880945 18.0047 2.00423
B 0.00754315 17.9991 4.00666
B 0.00125822 17.9977 6.00088
B 0.00138218 17.9908 7.98944
B 19.9921 17.996 10.0101
B 0.00226273 17.9947 12.0101
A 0.00149075 17.9918 13.9952
B 0.0109995 18.0048 16.0106
B 19.9895 18.0001 17.9938
B 2.00358 0.00125832 0.0101199
A 2.00792 19.9938 2.00105
A 2.00044 19.9965 4.00528
A 2.00819 19.9989 5.99252
A 1.99516 19.9896 7.99939
B 1.9895 19.9986 10.0026
A 1.99824 0.00193043 11.9909
A 1.99384 19.9981 14.0108
B 2.01006 19.9982 16.0044
A 1.99357 19.9918 18.0057
A 1.99208 1.99357 19.9991
A 1.99208 1.99252 2.00247
B 2.0088 1.9917 4.00182
B 2.01012 1.99654 6.00566
A 2.0066 2.00969 8.00413
A 1.99824 2.00941 9.9934
A 1.99076 2.00423 12.002
B 1.99472 1.98944 14.0013
A 1.99885 2.00809 15.9901
A 2.00721 1.99384 17.9982
A 1.99797 3.99983 19.9991
A 1.99956 3.99235 2.01083
B 2 3.9956 3.99434
B 1.99956 4.00654 6.00566
A 1.99296 3.99163 7.99577
A 1.99049 4.00396 9.99147
B 1.99692 4.00578 12.0097
A 2.00501 3.99577 14.0028
A 2.0044 3.9978 15.9894
A 1.99428 3.99604 18.0035
B 2.00308 6.0044 0.00710223
B 1.99692 6.01018 2.00748
B 1.99208 6.0083 3.99906
A 1.99736 6.00017 6.00677
A 1.99181 6.00748 7.9978
A 2.00105 6.00572 9.99455
B 1.99736 6.0066 12.0079
A 2.00941 5.99411 14.005
A 1.99225 6.00484 16.0026
A 2.00379 6.01101 17.9906
A 1.99137 7.98988 0.00774849
B 1.99208 7.99076 2.00044
A 1.99323 7.99181 4.00105
A 1.99719 7.99032 6.00528
A 2.00819 7.99472 7.99384
A 1.99885 8.00115 10.0025
B 2.0071 8.0088 12.0001
B 1.99604 7.99296 14.0008
A 2.00193 8.00775 16.0063
A 1.99137 7.99455 18.0075
B 2.00748 10.0106 0.000881054
B 1.99566 10.0105 1.9929
A 2.01012 10.006 4.00325
A 1.99648 10.0062 6.0088
A 1.99489 9.98944 7.99763
B 2.00226 10.0005 9.99214
B 2.0005 9.99956 12.0061
A 2.00457 9.99049 13.9987
B 1.99736 10.0014 15.9899
B 1.9983 10.0022 17.9952
B 1.9907 12.0035 0.00175988
A 2.00809 12.0081 1.99472
B 1.99252 12.0013 4
A 1.99939 12.0075 6.00721
A 1.99049 12.0057 8.00511
B 1.99818 12.007 10.0058
B 1.99032 12.0053 11.9933
A 1.99445 12.0069 14.0084
B 1.99428 11.9943 16.004
A 2.00863 12.0053 18.0092
B 1.9939 13.9943 19.9889
A 1.99604 14.0025 1.99973
A 2.0088 13.9989 3.99912
A 2.00159 13.9969 5.9912
A 1.99516 13.9994 7.99015
B 2.0022 14.0074 10.0027
B 1.99648 14.0004 11.996
B 2.00088 13.9899 13.9921
B 1.9951 13.9947 15.9974
B 1.99742 13.997 18.0035
B 1.99466 15.9921 19.9987
B 2.00094 16.0013 2.0105
A 1.99516 16.0033 4.00501
A 1.99357 16.0013 5.99367
B 2.00346 15.9987 8.0088
A 2.00237 16.0088 10.0035
B 2.00622 15.9908 11.9913
B 1.9934 16.0048 13.9956
B 1.99422 16.0083 16.0092
B 2.011 15.9982 17.9969
B 2.00666 17.9943 0.00125849
A 1.98927 17.998 2.0022
B 1.99422 18.0092 4
A 2.00765 18.0092 5.99164
B 1.99818 17.9929 7.99478
B 1.9951 18.0075 10.0044
B 1.99334 18.0043 11.9991
A 2.00572 18.0011 14.0072
A 2.00792 17.9965 16.0051
B 2.00434 18.0079 17.9943
B 4.0088 19.9982 0.00974245
B 3.99566 0.00219957 2.00566
A 3.99939 0.00924632 3.99208
